,Predicted Adview
4023,370.17
4024,5.33
4025,11.73
4026,2293.06
4027,72.38
4028,9.16
4029,6.06
4030,5.38
4031,14.1
4032,3686.62
4033,2385.82
4034,375.01
4035,29.12
4036,7.37
4037,29.05
4038,18.37
4039,17.6
4040,251.72
4041,8.66
4042,179.52
4043,854.07
4044,247.84
4045,21.8
4046,308.05
4047,652.4
4048,43.56
4049,7817.31
4050,7.44
4051,1.89
4052,2.13
4053,162.52
4054,52.23
4055,1.3
4056,3070.99
4057,26.82
4058,6609.16
4059,188.11
4060,1.44
4061,12.77
4062,498.25
4063,231.83
4064,138.64
4065,2.43
4066,615.53
4067,912.83
4068,13.86
4069,341.66
4070,8.87
4071,7.55
4072,739.41
4073,6.33
4074,20.06
4075,1.45
4076,7.51
4077,1416.03
4078,1059.47
4079,372.42
4080,808.14
4081,159.41
4082,19.02
4083,811.94
4084,17.24
4085,36.09
4086,187.77
4087,1.17
4088,494.73
4089,4.08
4090,16.84
4091,3.11
4092,3.76
4093,37.32
4094,675.85
4095,1103.74
4096,2481.47
4097,1570.33
4098,870.62
4099,65.55
4100,1443.01
4101,649.43
4102,82.08
4103,10674.58
4104,9.02
4105,1378.73
4106,13.9
4107,889.52
4108,20.63
4109,613.68
4110,1505.95
4111,237.7
4112,5.9
4113,1.56
4114,33.88
4115,525.77
4116,216.77
4117,123.76
4118,1852.66
4119,225.11
4120,6510.23
4121,2.38
4122,108.63
4123,668.86
4124,4.23
4125,186.28
4126,54.89
4127,42.19
4128,1.34
4129,13.98
4130,12.06
4131,35.42
4132,12.92
4133,60.13
4134,7.16
4135,25.88
4136,16.66
4137,264.32
4138,12.07
4139,8.5
4140,14.6
4141,25.01
4142,94.49
4143,12.49
4144,3.53
4145,149.13
4146,14.87
4147,7997.39
4148,6499.51
4149,10.69
4150,6.92
4151,137.86
4152,15.54
4153,53.71
4154,269.07
4155,4.96
4156,409.56
4157,202.52
4158,70.96
4159,6.24
4160,4242.03
4161,48.87
4162,13920.92
4163,29.34
4164,127.11
4165,5.55
4166,170.49
4167,2.3
4168,1.88
4169,1913.44
4170,91.27
4171,686.77
4172,3.86
4173,8.79
4174,380.3
4175,2.26
4176,55.15
4177,30.84
4178,3.78
4179,231.18
4180,31540.99
4181,9.51
4182,607.1
4183,995.76
4184,316.71
4185,419.93
4186,48.69
4187,21.76
4188,8.64
4189,3.79
4190,4.0
4191,1377.23
4192,12.58
4193,41.81
4194,356.76
4195,1056.52
4196,9.13
4197,13.97
4198,17.99
4199,355.02
4200,7879.63
4201,9193.35
4202,27.2
4203,5.36
4204,179.53
4205,3.02
4206,53.67
4207,6.06
4208,14.73
4209,686.09
4210,3.43
4211,31.41
4212,9080.55
4213,53.34
4214,7.68
4215,1134.12
4216,11.51
4217,135.51
4218,3746.62
4219,508.34
4220,12575.29
4221,1.28
4222,7.43
4223,14.9
4224,133.45
4225,7613.09
4226,112.19
4227,11.05
4228,59.64
4229,768.78
4230,4.06
4231,11.83
4232,1157.92
4233,2.06
4234,672.23
4235,5.26
4236,7208.08
4237,100.08
4238,648.94
4239,1.16
4240,525.37
4241,18.69
4242,1.38
4243,15.74
4244,12.74
4245,7.46
4246,2.45
4247,7.56
4248,8970.56
4249,2311.49
4250,1101.62
4251,2512.34
4252,22.62
4253,143.94
4254,231.97
4255,1.74
4256,9.55
4257,22.31
4258,1128.97
4259,2.48
4260,11750.11
4261,5.61
4262,379.75
4263,3.78
4264,58.01
4265,70.84
4266,822.81
4267,10.26
4268,3368.93
4269,524.4
4270,35.41
4271,5.9
4272,280.6
4273,671.72
4274,3.18
4275,5.39
4276,10.22
4277,5.46
4278,230.11
4279,2.36
4280,5.48
4281,897.47
4282,68.11
4283,2.93
4284,263.01
4285,156.6
4286,9.36
4287,4.71
4288,3.68
4289,110.32
4290,2.88
4291,141.47
4292,102.55
4293,1.92
4294,17.54
4295,10.68
4296,4774.62
4297,4.49
4298,705.47
4299,869.84
4300,39.52
4301,51.74
4302,466.45
4303,10.88
4304,2.06
4305,25.07
4306,346.57
4307,2.6
4308,186.6
4309,1236.28
4310,476.42
4311,457.1
4312,157.7
4313,14093.39
4314,1130.96
4315,17730.74
4316,560.85
4317,3752.18
4318,2.52
4319,41.68
4320,174.35
4321,1431.77
4322,407.66
4323,8.79
4324,6.53
4325,97.16
4326,2.19
4327,1091.74
4328,3.29
4329,269.98
4330,276.16
4331,4110.46
4332,3.88
4333,6.61
4334,1.68
4335,284.87
4336,1.79
4337,3.83
4338,221.28
4339,208.07
4340,5.94
4341,93.56
4342,4.92
4343,80.51
4344,359.89
4345,167.91
4346,97.18
4347,264.65
4348,11.39
4349,172.01
4350,5.33
4351,52.01
4352,1.83
4353,1.8
4354,4.4
4355,264.42
4356,11.86
4357,2747.67
4358,1450.76
4359,1134.03
4360,5454.02
4361,4.48
4362,7.54
4363,285.34
4364,621.02
4365,3.02
4366,12.16
4367,7.02
4368,841.97
4369,14.96
4370,17.65
4371,23.61
4372,51.99
4373,3.26
4374,4.37
4375,2871.5
4376,82.01
4377,1.63
4378,1.83
4379,13.69
4380,793.24
4381,1.55
4382,21.8
4383,6.25
4384,19.01
4385,1173.26
4386,9.91
4387,85.51
4388,3150.66
4389,30.52
4390,12.54
4391,5.02
4392,3504.18
4393,134.34
4394,2.98
4395,12.48
4396,1638.55
4397,22.75
4398,5.87
4399,8.25
4400,6.79
4401,2601.42
4402,18641.49
4403,6.81
4404,992.87
4405,16.74
4406,111.52
4407,75.45
4408,779.18
4409,7.87
4410,11.98
4411,58.58
4412,793.57
4413,1.54
4414,1.41
4415,303.89
4416,1060.42
4417,7341.44
4418,9.3
4419,24.06
4420,892.25
4421,3.38
4422,8.17
4423,1.75
4424,9.2
4425,5.11
4426,9.45
4427,1106.02
4428,1164.98
4429,169.46
4430,9.85
4431,11.97
4432,7.54
4433,1.27
4434,4.32
4435,8.02
4436,22.19
4437,23.94
4438,1646.16
4439,143.8
4440,2.99
4441,75.5
4442,11112.07
4443,138.28
4444,80.57
4445,36.77
4446,6.7
4447,6.24
4448,6.12
4449,1636.23
4450,20.99
4451,966.03
4452,2215.23
4453,6.6
4454,4.9
4455,49.61
4456,104.0
4457,69.75
4458,39.6
4459,5.73
4460,22.12
4461,31015.27
4462,108.6
4463,608.55
4464,48.04
4465,617.28
4466,380.57
4467,10.95
4468,4.55
4469,555.83
4470,18.56
4471,4.33
4472,2.46
4473,6328.13
4474,869.27
4475,20.58
4476,423.85
4477,56.6
4478,7.35
4479,1.65
4480,9.81
4481,408.82
4482,28.48
4483,56.96
4484,525.46
4485,3.29
4486,4.01
4487,97.24
4488,399.08
4489,329.84
4490,399.59
4491,5.71
4492,872.37
4493,216.05
4494,13.94
4495,4.82
4496,8.25
4497,107.86
4498,14.62
4499,103.59
4500,313.46
4501,4853.53
4502,40.75
4503,211.5
4504,1326.35
4505,7.11
4506,1.77
4507,437.39
4508,2448.5
4509,6.4
4510,379.09
4511,55.88
4512,7.08
4513,21.41
4514,306.47
4515,4.8
4516,823.12
4517,106.37
4518,165.33
4519,392.74
4520,256.79
4521,1.3
4522,328.44
4523,64.98
4524,697.61
4525,15940.0
4526,324.77
4527,6.32
4528,6.84
4529,2.61
4530,121.29
4531,3.27
4532,22.83
4533,6.47
4534,7.22
4535,594.37
4536,3.29
4537,4.24
4538,8.51
4539,330.42
4540,150249.09
4541,7928.76
4542,2.9
4543,3.01
4544,4.2
4545,35346.79
4546,10.51
4547,107.16
4548,2.21
4549,82.0
4550,4.67
4551,1256.08
4552,393.07
4553,6.15
4554,449.89
4555,2.96
4556,2685.92
4557,11.57
4558,5.67
4559,12896.09
4560,19.66
4561,560.25
4562,1.88
4563,12.61
4564,6.12
4565,11.02
4566,9.52
4567,8124.14
4568,52.01
4569,5.76
4570,6.99
4571,3.13
4572,1.99
4573,21.23
4574,494.48
4575,1634.32
4576,264.22
4577,5.65
4578,873.77
4579,1.98
4580,21.82
4581,77.56
4582,33.57
4583,5529.91
4584,2.96
4585,15.47
4586,322.49
4587,5.09
4588,2.64
4589,7218.88
4590,79.14
4591,4980.03
4592,9.35
4593,2.1
4594,6.81
4595,3.84
4596,1.36
4597,6.48
4598,2.44
4599,1721.7
4600,349.83
4601,3318.4
4602,70974.8
4603,147.82
4604,1.85
4605,48.89
4606,4.87
4607,4956.82
4608,2.79
4609,5.03
4610,2.93
4611,6.04
4612,22.51
4613,12.77
4614,35.17
4615,50.98
4616,1219.39
4617,9.73
4618,715.66
4619,5.71
4620,66.99
4621,7.75
4622,3886.06
4623,16.98
4624,777.35
4625,1213.42
4626,3108.72
4627,23.81
4628,40.91
4629,5.23
4630,59.98
4631,728.77
4632,2.48
4633,16455.68
4634,39.81
4635,4.35
4636,2.96
4637,6.36
4638,2752.9
4639,3957.86
4640,8.93
4641,13.57
4642,11640.89
4643,91.38
4644,22.36
4645,4248.19
4646,100.37
4647,273.67
4648,1.22
4649,91.55
4650,277.77
4651,19.0
4652,1.39
4653,37.65
4654,387.57
4655,107.51
4656,9.42
4657,70.06
4658,26.54
4659,514.73
4660,491.39
4661,10.13
4662,1.44
4663,25.98
4664,255.94
4665,238.43
4666,4.81
4667,17.55
4668,1.73
4669,182.89
4670,1301.17
4671,7.37
4672,20.06
4673,45.44
4674,4.32
4675,1100.55
4676,73.18
4677,306.93
4678,2.55
4679,91.9
4680,1.58
4681,563.75
4682,4.42
4683,75.15
4684,11.38
4685,136.57
4686,95.51
4687,1.87
4688,71.68
4689,1340.21
4690,2.3
4691,3.34
4692,3039.26
4693,1672.84
4694,2262.58
4695,769.16
4696,4.32
4697,549.05
4698,12.06
4699,10.56
4700,735.19
4701,1205.26
4702,1.55
4703,500.85
4704,2.5
4705,54813.22
4706,60.05
4707,7.65
4708,264.04
4709,11.5
4710,48.79
4711,401.49
4712,69.67
4713,263.35
4714,15.03
4715,331.58
4716,38.39
4717,37.51
4718,68.97
4719,9.65
4720,4.53
4721,2.44
4722,8.6
4723,614.02
4724,4415.44
4725,61.04
4726,1.59
4727,12.3
4728,5.84
4729,2358.16
4730,3.27
4731,14.7
4732,3.08
4733,1337.72
4734,3.73
4735,1.14
4736,883.09
4737,506.29
4738,2.36
4739,955.27
4740,449.86
4741,5.95
4742,536.81
4743,1.93
4744,333.9
4745,12419.77
4746,10.85
4747,645.38
4748,3.24
4749,2.22
4750,8.72
4751,6.31
4752,6.44
4753,1664.29
4754,2.37
4755,16.37
4756,3575.68
4757,6.88
4758,1845.35
4759,7359.53
4760,9.37
4761,5894.65
4762,2.04
4763,4.22
4764,3.28
4765,1.02
4766,38.29
4767,436.89
4768,5.52
4769,4894.92
4770,18.01
4771,3520.5
4772,875.77
4773,5.7
4774,2.84
4775,6.58
4776,8.03
4777,2.44
4778,21.61
4779,6.19
4780,102.64
4781,89.17
4782,18.66
4783,2212.94
4784,3.45
4785,1.8
4786,5376.48
4787,247.27
4788,842.85
4789,4.67
4790,544.68
4791,205.34
4792,38.4
4793,21.23
4794,549.44
4795,549.78
4796,1929.68
4797,14.11
4798,3160.93
4799,5.56
4800,13.45
4801,4.71
4802,948.74
4803,3.4
4804,10.67
4805,2.26
4806,47.64
4807,6.62
4808,60.44
4809,3.15
4810,28.7
4811,2.3
4812,250.53
4813,251.93
4814,744.05
4815,398.07
4816,13.27
4817,90.4
4818,1.5
4819,310.43
4820,4729.45
4821,2244.4
4822,778.85
4823,1950.2
4824,2.84
4825,1126.75
4826,344.53
4827,7.28
4828,51.92
4829,585.96
4830,10.35
4831,222.7
4832,1.44
4833,228.42
4834,6.85
4835,1140.88
4836,148.16
4837,3.8
4838,5.09
4839,3.09
4840,3.51
4841,18.35
4842,25.53
4843,4978.11
4844,1242.12
4845,4.33
4846,2.05
4847,1659.09
4848,144.13
4849,15.36
4850,337.32
4851,768.95
4852,67.48
4853,2683.44
4854,32.33
4855,744.93
4856,13.17
4857,477.42
4858,1.53
4859,387.38
4860,3179.19
4861,3.8
4862,2.69
4863,334.32
4864,7.37
4865,3550.5
4866,32.34
4867,8.59
4868,26.09
4869,2.68
4870,951.28
4871,10.53
4872,28.81
4873,18.08
4874,17.56
4875,18.13
4876,6.62
4877,15.44
4878,1560.26
4879,15.1
4880,1.35
4881,3.15
4882,1.88
4883,2.63
4884,1852.82
4885,1.36
4886,1.55
4887,99.73
4888,9.33
4889,265.15
4890,4532.26
4891,64.39
4892,1481.25
4893,4.41
4894,11.82
4895,2.28
4896,25.55
4897,1.91
4898,9.14
4899,1114.85
4900,123.25
4901,104.0
4902,923.87
4903,37.0
4904,2632.37
4905,15.73
4906,282.63
4907,370.93
4908,6.77
4909,10.25
4910,14.18
4911,1.79
4912,598.39
4913,6.45
4914,8.98
4915,27.03
4916,501.22
4917,624.42
4918,17.25
4919,1.41
4920,417.17
4921,364.35
4922,15.55
4923,16.04
4924,1350.52
4925,7.49
4926,9.56
4927,4.49
4928,6929.58
4929,5994.66
4930,3769.42
4931,10.31
4932,109.52
4933,2.02
4934,134.46
4935,197.69
4936,692.35
4937,3714.57
4938,3.12
4939,1380.26
4940,12.0
4941,5.54
4942,6.71
4943,69.89
4944,557.84
4945,2566.68
4946,713.42
4947,10.17
4948,1270.38
4949,10.55
4950,1678.19
4951,3018.21
4952,1.3
4953,19.64
4954,3.03
4955,2669.14
4956,21423.92
4957,26612.97
4958,2.35
4959,10375.46
4960,10.7
4961,599.94
4962,1.45
4963,5.24
4964,5.6
4965,315.72
4966,6464.84
4967,10.17
4968,7.75
4969,6.78
4970,3.97
4971,13.04
4972,24.26
4973,437.23
4974,18784.54
4975,6.07
4976,1.51
4977,3.83
4978,84.3
4979,525.28
4980,30.99
4981,67.3
4982,310.09
4983,337.57
4984,131.11
4985,606.48
4986,179.98
4987,77.27
4988,58.28
4989,992.76
4990,386.55
4991,24.97
4992,4.18
4993,10.42
4994,53.97
4995,696.15
4996,395.39
4997,2044.59
4998,541.12
4999,1.28
5000,1.1
5001,3.08
5002,10.45
5003,1811.55
5004,631.32
5005,1.82
5006,6.7
5007,611.62
5008,1.68
5009,2.7
5010,9.02
5011,7.84
5012,11458.47
5013,61.75
5014,4.13
5015,633.2
5016,1213.19
5017,16.64
5018,3.53
5019,819.41
5020,1365.64
5021,6.03
5022,2.15
5023,1.93
5024,1786.2
5025,17.58
5026,2723.76
5027,14.96
5028,25.39
5029,235.29
5030,8664.9
5031,145.33
5032,15.38
5033,1402.13
5034,36.32
5035,7.81
5036,15.73
5037,9.51
5038,31.61
5039,12.22
5040,3054.36
5041,1351.43
5042,1579.05
5043,6.97
5044,7.12
5045,11.73
5046,5.77
5047,93.42
5048,750.87
5049,1.4
5050,4417.09
5051,1256.18
5052,310.29
5053,33.95
5054,4.66
5055,135.85
5056,1.46
5057,7.32
5058,6.9
5059,2.69
5060,161.94
5061,3.07
5062,637.81
5063,11.42
5064,271.72
5065,2487.57
5066,1126.0
5067,3.41
5068,4131.46
5069,1.76
5070,25.89
5071,291.59
5072,2.05
5073,1.14
5074,1388.85
5075,8.77
5076,28.61
5077,88.3
5078,280.07
5079,488.92
5080,3.17
5081,98.97
5082,1.42
5083,41.28
5084,3.63
5085,6.27
5086,1.99
5087,19.44
5088,3.73
5089,12.52
5090,182.28
5091,1.13
5092,28.77
5093,39.66
5094,8.39
5095,11.43
5096,1.24
5097,2678.73
5098,412.86
5099,5240.55
5100,3.41
5101,76.31
5102,2712.05
5103,46.77
5104,8562.36
5105,4297.5
5106,1593.04
5107,1.63
5108,7.8
5109,97.77
5110,253.89
5111,2.0
5112,4708.9
5113,4.25
5114,21.14
5115,1.87
5116,370.87
5117,63.12
5118,6.73
5119,20.26
5120,49.57
5121,287.16
5122,102.05
5123,2.14
5124,833.87
5125,72.51
5126,4433.26
5127,4.3
5128,35.86
5129,4.34
5130,282.72
5131,23.75
5132,9.38
5133,878.46
5134,15.81
5135,33.27
5136,1.33
5137,3086.51
5138,32.37
5139,84.99
5140,1371.62
5141,22.49
5142,408.35
5143,847.24
5144,255.05
5145,828.51
5146,429.08
5147,196.78
5148,1508.37
5149,4.97
5150,1020.5
5151,6132.85
5152,2.29
5153,5919.78
5154,1863.29
5155,2119.73
5156,4.81
5157,451.87
5158,47.22
5159,100.32
5160,898.44
5161,2221.76
5162,67.19
5163,85.86
5164,4.42
5165,1682.76
5166,256.69
5167,10.17
5168,1675.87
5169,2600.81
5170,16.85
5171,17548.97
5172,529.08
5173,9.98
5174,6357.82
5175,230.27
5176,186.25
5177,4.51
5178,547.91
5179,1.69
5180,214.93
5181,1.37
5182,82.52
5183,113.41
5184,44.73
5185,2322.41
5186,503.59
5187,1244.66
5188,947.21
5189,5.9
5190,1.71
5191,2451.25
5192,14.81
5193,2.67
5194,265.93
5195,6.32
5196,142.99
5197,4.13
5198,108.28
5199,132.22
5200,6.83
5201,1335.82
5202,310.8
5203,95.69
5204,5.48
5205,16.48
5206,4.61
5207,910.14
5208,1.92
5209,309.18
5210,307.63
5211,1494.33
5212,379.28
5213,440.65
5214,385.82
5215,10.98
5216,17.13
5217,1482.94
5218,5.73
5219,1.69
5220,70.13
5221,10.4
5222,243.95
5223,6.93
5224,8.74
5225,100.82
5226,2.46
5227,477.26
5228,736.35
5229,3632.19
5230,12.39
5231,8239.54
5232,7.64
5233,1022.43
5234,2079.99
5235,797.05
5236,750.72
5237,1299.5
5238,2.93
5239,199.52
5240,545.98
5241,906.61
5242,32.4
5243,6.48
5244,3.32
5245,621.11
5246,1444.02
5247,61.3
5248,1094.88
5249,400.66
5250,8.21
5251,6.92
5252,1.59
5253,695.41
5254,32.97
5255,396.75
5256,11.48
5257,3327.93
5258,26.65
5259,8.85
5260,3.15
5261,498.52
5262,24.36
5263,26.65
5264,4.69
5265,174.95
5266,1.49
5267,263.8
5268,22.63
5269,19.45
5270,177.6
5271,934.29
5272,14.33
5273,1.25
5274,3358.03
5275,6.6
5276,4.35
5277,445.18
5278,1450.72
5279,20.01
5280,973.16
5281,9.3
5282,557.33
5283,25.82
5284,2.41
5285,58.25
5286,1214.34
5287,239.5
5288,400.35
5289,5.8
5290,1475.01
5291,6725.24
5292,63.82
5293,10.79
5294,1.69
5295,914.0
5296,1.55
5297,1.81
5298,7719.68
5299,1.88
5300,4.59
5301,1465.65
5302,1.78
5303,10.63
5304,20.27
5305,2747.81
5306,133.04
5307,1896.31
5308,11.29
5309,1535.82
5310,9.62
5311,3.81
5312,4351.68
5313,59.75
5314,6.87
5315,1.75
5316,5.42
5317,50.78
5318,18.02
5319,2.32
5320,87.5
5321,8.44
5322,228.27
5323,13540.35
5324,709.48
5325,2218.61
5326,7607.23
5327,2.56
5328,507.01
5329,2.34
5330,3625.12
5331,9268.19
5332,165.27
5333,2019.23
5334,2011.19
5335,4.96
5336,670.06
5337,1.56
5338,3.66
5339,8245.0
5340,164.62
5341,5317.22
5342,934.44
5343,3.45
5344,435.34
5345,108.91
5346,64.7
5347,75.78
5348,6.96
5349,601.52
5350,589.12
5351,2.95
5352,128.44
5353,190.83
5354,208.29
5355,2.15
5356,243.86
5357,3.43
5358,18.77
5359,24811.27
5360,1.48
5361,769.75
5362,11.29
5363,8.91
5364,14.73
5365,16.7
5366,32.4
5367,3.21
5368,4.65
5369,10.55
5370,2844.24
5371,6.79
5372,2.54
5373,6.52
5374,48.13
5375,4.2
5376,3431.4
5377,10477.47
5378,2.11
5379,27.67
5380,5.86
5381,3.61
5382,171.81
5383,2562.65
5384,5.76
5385,9.89
5386,9.99
5387,297.67
5388,29.65
5389,3520.57
5390,2.42
5391,2.48
5392,402.53
5393,1043.14
5394,21.31
5395,687.55
5396,49.47
5397,22.1
5398,1.98
5399,21.27
5400,311.12
5401,288.09
5402,1.25
5403,478.66
5404,14.91
5405,3107.72
5406,33.32
5407,1.82
5408,11.63
5409,305.92
5410,1.38
5411,106.2
5412,3010.97
5413,22.63
5414,3830.18
5415,3.95
5416,50.62
5417,315.23
5418,139.42
5419,2351.24
5420,3478.87
5421,14.18
5422,4.59
5423,9.35
5424,2.36
5425,3588.25
5426,6.18
5427,1562.04
5428,3405.99
5429,952.78
5430,19.32
5431,1962.07
5432,95.25
5433,70.5
5434,1200.66
5435,831.66
5436,16.28
5437,665.8
5438,1.7
5439,441.73
5440,5275.47
5441,1.66
5442,19.39
5443,58.68
5444,12.07
5445,418.36
5446,2308.86
5447,16.1
5448,1.77
5449,219.15
5450,15.25
5451,54.21
5452,2.52
5453,218.5
5454,2439.55
5455,5.69
5456,2215.79
5457,809.62
5458,3390.98
5459,980.25
5460,10.64
5461,1578.21
5462,547.74
5463,1120.48
5464,2.83
5465,10.09
5466,11.96
5467,3.18
5468,6677.0
5469,308.33
5470,1.69
5471,2614.05
5472,164.81
5473,81.77
5474,28242.7
5475,3.72
5476,302.54
5477,1.8
5478,1.2
5479,2.06
5480,305.23
5481,95.95
5482,694.23
5483,72.94
5484,52.56
5485,347.51
5486,521.79
5487,348.29
5488,6.11
5489,32765.62
5490,28.81
5491,5998.84
5492,4.06
5493,250.26
5494,23.05
5495,1704.01
5496,2.61
5497,7.21
5498,30.52
5499,20.97
5500,681.39
5501,1.08
5502,3.86
5503,1.57
5504,170.73
5505,43.65
5506,49.51
5507,41.12
5508,6.94
5509,1.92
5510,3.81
5511,2.16
5512,12.61
5513,202.81
5514,20191.42
5515,4.92
5516,14.47
5517,185.21
5518,62.97
5519,1670.97
5520,10.23
5521,1612.6
5522,6.55
5523,103.28
5524,14.91
5525,5916.83
5526,17.72
5527,658.35
5528,4.55
5529,14014.55
5530,24.18
5531,2547.69
5532,876.87
5533,79.42
5534,2640.6
5535,1221.43
5536,8.28
5537,845.7
5538,9.96
5539,12.67
5540,90.9
5541,358.52
5542,69.92
5543,18413.82
5544,5.8
5545,3.17
5546,25.78
5547,5826.45
5548,30467.9
5549,6.9
5550,1.64
5551,3.65
5552,44.49
5553,49.98
5554,379.96
5555,5831.16
5556,7.0
5557,1.77
5558,31.57
5559,162.92
5560,508.38
5561,1025.95
5562,3.43
5563,857.2
5564,2089.12
5565,1.62
5566,12.18
5567,36.41
5568,128.54
5569,150.05
5570,14.84
5571,2.36
5572,1414.17
5573,534.82
5574,733.17
5575,45.17
5576,32.46
5577,62.77
5578,4.8
5579,16.31
5580,124.45
5581,3.31
5582,28.15
5583,4198.68
5584,15.6
5585,611.26
5586,837.28
5587,9.64
5588,1.34
5589,3025.76
5590,82.19
5591,6.19
5592,9.16
5593,9.7
5594,4621.69
5595,29.06
5596,10.26
5597,302.67
5598,4.17
5599,17.03
5600,438.95
5601,3.67
5602,2.43
5603,120.37
5604,8.9
5605,9.35
5606,4.68
5607,99.03
5608,2565.32
5609,5.88
5610,2.42
5611,1464.43
5612,366.94
5613,89.29
5614,4.82
5615,1781.79
5616,1.75
5617,22.12
5618,13.52
5619,31.05
5620,54.16
5621,2436.46
5622,1844.13
5623,169.56
5624,2047.1
5625,1902.15
5626,8.4
5627,1.66
5628,373.33
5629,15.04
5630,287.27
5631,311.83
5632,210.06
5633,6547.12
5634,1.94
5635,7.05
5636,2058.33
5637,502.63
5638,1.2
5639,13.9
5640,31.51
5641,661.56
5642,368.71
5643,14.93
5644,15.24
5645,1.75
5646,1.98
5647,332.17
5648,4763.09
5649,28.88
5650,2.08
5651,868.15
5652,29.56
5653,3.27
5654,261.96
5655,46.55
5656,779.98
5657,301.72
5658,9723.44
5659,5.18
5660,1409.91
5661,17.81
5662,85.91
5663,148.59
5664,1597.82
5665,11040.17
5666,4.1
5667,78.94
5668,4.44
5669,281.17
5670,440.76
5671,4092.3
5672,1877.02
5673,942.75
5674,2166.64
5675,81.76
5676,5.73
5677,1535.24
5678,642.09
5679,19.21
5680,2289.97
5681,1.3
5682,217.1
5683,431.66
5684,3754.35
5685,9.56
5686,4571.18
5687,5.69
5688,249.04
5689,540.13
5690,20.47
5691,558.5
5692,68.33
5693,761.34
5694,1.97
5695,8.34
5696,1.2
5697,145.42
5698,639.37
5699,1.99
5700,2.87
5701,424.37
5702,27.87
5703,6.94
5704,351.36
5705,2.33
5706,8.84
5707,10.53
5708,4.31
5709,30.96
5710,231.51
5711,55.56
5712,1.96
5713,258.7
5714,141.93
5715,1521.44
5716,360.72
5717,4.54
5718,3.23
5719,258.65
5720,158.9
5721,4.94
5722,31.4
5723,700.77
5724,2992.23
5725,655.71
5726,11454.86
5727,240.64
5728,7.51
5729,7.39
5730,1891.31
5731,357.2
5732,7.97
5733,6.37
5734,13.7
5735,116.73
5736,5051.12
5737,55.14
5738,8.23
5739,630.07
5740,249.6
5741,264.96
5742,3.61
5743,4.04
5744,1199.38
5745,483.67
5746,105.6
5747,1583.28
5748,1.62
5749,604.94
5750,13522.23
5751,14840.62
5752,70.52
5753,5.54
5754,697.98
5755,658.92
5756,134.97
5757,683.98
5758,12.42
5759,750.55
5760,1297.19
5761,1.64
5762,2677.37
5763,2.28
5764,21.71
5765,3.19
5766,5.14
5767,2018.26
5768,80.7
5769,1477.97
5770,113.53
5771,994.77
5772,51.09
5773,381.63
5774,457.56
5775,5988.72
5776,6.36
5777,13.78
5778,8.88
5779,1493.77
5780,90.81
5781,1026.61
5782,4.63
5783,61.81
5784,3.15
5785,15917.14
5786,15470.86
5787,6.87
5788,873.71
5789,61.92
5790,11231.71
5791,180.49
5792,292.42
5793,65.44
5794,1.18
5795,753.69
5796,36.58
5797,2.57
5798,197.81
5799,5.06
5800,309.94
5801,1344.2
5802,13.82
5803,2290.97
5804,4.9
5805,1.69
5806,2.93
5807,1091.37
5808,9.09
5809,205.83
5810,1090.51
5811,778.89
5812,2337.92
5813,716.43
5814,185.7
5815,2.67
5816,72.88
5817,28729.21
5818,422.37
5819,212.88
5820,994.69
5821,13415.16
5822,1801.89
5823,61.02
5824,1363.31
5825,1.5
5826,755.78
5827,28.63
5828,19.56
5829,353.53
5830,10.82
5831,6.8
5832,3828.35
5833,110.26
5834,3.43
5835,3600.02
5836,4.03
5837,1248.9
5838,505.08
5839,5.99
5840,285.33
5841,1.39
5842,2661.86
5843,1823.77
5844,2.62
5845,250.18
5846,1736.65
5847,181.54
5848,843.9
5849,1482.35
5850,10.22
5851,2196.53
5852,11.86
5853,674.06
5854,252.19
5855,4.92
5856,2986.47
5857,848.19
5858,5.12
5859,6.16
5860,4.15
5861,4514.7
5862,319.49
5863,301.48
5864,17.11
5865,1.78
5866,6.09
5867,95.86
5868,1.85
5869,6.08
5870,75.19
5871,12.11
5872,29.0
5873,79.35
5874,5.43
5875,367.62
5876,363.03
5877,8585.3
5878,210.45
5879,127.9
5880,11.46
5881,1.85
5882,16.7
5883,1.75
5884,30.74
5885,5.41
5886,1661.21
5887,699.48
5888,17.16
5889,6.58
5890,6111.8
5891,1.11
5892,876.67
5893,1515.78
5894,9.97
5895,1909.44
5896,376.88
5897,106.98
5898,9.71
5899,1049.39
5900,206.94
5901,275.09
5902,4722.43
5903,15.99
5904,3.82
5905,249.36
5906,2.8
5907,5587.68
5908,237991.78
5909,656.16
5910,2100.55
5911,952.07
5912,144.12
5913,2372.07
5914,6.69
5915,7.08
5916,260.48
5917,13215.53
5918,16.33
5919,12.39
5920,950.44
5921,8.39
5922,1.59
5923,5.8
5924,871.58
5925,1376.33
5926,1.89
5927,7.75
5928,1.82
5929,4.39
5930,585.43
5931,5.81
5932,1917.15
5933,424.38
5934,3.56
5935,68.12
5936,2336.21
5937,20.88
5938,9.88
5939,12.54
5940,871.7
5941,46.87
5942,34668.58
5943,224.96
5944,1015.28
5945,192.79
5946,8728.74
5947,1.22
5948,8536.22
5949,1469.32
5950,12.62
5951,9.38
5952,6.33
5953,9.36
5954,33.36
5955,1647.14
5956,900.37
5957,15.94
5958,6.07
5959,2.2
5960,1205.74
5961,2.53
5962,772.6
5963,8.31
5964,1633.04
5965,1.42
5966,8.46
5967,2.28
5968,141.63
5969,2440.7
